k,First_CF,Second_CF,Third_CF,First_CF_err,Second_CF_err,Third_CF_err,First_D,Second_D,Third_D,First_D_err,Second_D_err,Third_D_err
13,-0.5442255292391532,-2.011485042735043,-0.3541905855338691,0.2509559137973033,0.5586831699960283,0.8823232138281547,1.815552295116328,2.7409188034188037,4.026406429391504,0.3048106642823753,0.6457173190751356,1.0272056077382352
14,-0.5164241622574957,-2.0434782608695654,-0.2992424242424241,0.2464698355358409,0.534257076596668,0.8035035362415482,1.847773368606702,2.6868530020703933,3.7759740259740253,0.31658207668901084,0.6323702401802254,1.013479669641875
15,-0.44211150652431785,-1.7364341085271318,-0.6000000000000001,0.2454013158115918,0.5283108506377172,0.7973898529586458,1.9666666666666666,2.623772609819121,3.6807291666666666,0.3180077117074634,0.5636878779193188,1.0292521612325334
16,-0.24737394957983194,-1.867063492063492,-0.978515625,0.237228074621267,0.5286535448661023,0.7646784985392994,1.9518119747899159,2.7157738095238093,3.2666015625,0.3094676869332446,0.5693316871660472,1.0184065924720278
17,-0.33366169434280885,-1.8492023928215353,-1.4165085388994307,0.2546937910678819,0.5245284149762756,0.7996879399232764,1.6037151702786376,2.651545363908275,2.7485768500948757,0.3072500799696345,0.5575767325098223,1.0078545011873734
18,-0.7127113526570048,-1.7079365079365079,-1.75682261208577,0.2659301495544252,0.5142722494933618,0.8338394455113345,1.1598731884057971,2.653439153439154,2.5896686159844053,0.29502259123162017,0.5752260294605763,1.0132036823427426
19,-0.6489048708728342,-1.6382921589688506,-1.8699106256206552,0.2716963431695534,0.5303358809376474,0.7996361727082,1.020431513566525,2.7048872180451125,2.524329692154916,0.30618138655283633,0.6138609908129277,1.0102540384228667
20,-1.1828947368421052,-1.2120689655172412,-1.7889423076923074,0.3030754592903479,0.5099183108293784,0.7778230383865233,0.724812030075188,2.6287356321839077,2.809615384615385,0.3260335599637632,0.6134719414101671,0.991779264487545
21,-0.6455026455026456,-1.6528973034997132,-1.5595238095238095,0.3522436908009912,0.4758599668267808,0.7964647958571957,0.8904320987654323,2.38324727481354,2.706666666666667,0.33508547100276304,0.6159053721735698,0.9819358388293928
22,-0.7251828631138976,-1.5553977272727273,-1.88967803030303,0.40653805358452555,0.4931847089222207,0.7833386342987194,0.8589341692789971,2.072159090909091,2.440814393939394,0.3564908708938873,0.6079712519079427,0.9521440050319063
23,-0.6752889378095762,-1.5609993510707332,-1.793950850661626,0.42618313259186325,0.4878381863608843,0.7874255887978174,1.038249862410567,1.7741726151849448,2.3714555765595464,0.43566250507290877,0.6266812387134377,0.9905648388591222
24,-0.7064676616915422,-1.515151515151515,-1.7481481481481482,0.45869162225271287,0.47087938931770784,0.7490316016497458,0.7879353233830846,1.5994318181818186,2.260185185185185,0.4510855084664992,0.6038294472336597,1.0316631663537035
25,-0.8816666666666667,-1.5117241379310344,-1.6854545454545453,0.48361428615972224,0.4968335390380456,0.7539823416476229,0.7546666666666668,1.4072413793103449,1.945909090909091,0.49058131473319316,0.5997706152116423,0.9379099564929271
26,-0.3433048433048433,-1.8019230769230772,-1.616826923076923,0.4525330271112398,0.4662861676288135,0.7723863982048895,1.0936609686609688,1.696923076923077,1.916346153846154,0.47507242639212194,0.6970774899027474,0.8640540258243791
27,-0.14782326185834954,-2.0214424951267054,-1.7824074074074074,0.43461712531923336,0.47571527361407284,0.7901153187273802,1.277452891487979,1.6496101364522417,1.7350823045267492,0.48560113485920414,0.830139340759731,0.890785815031168
28,-0.081268221574344,-1.704591836734694,-1.9239795918367348,0.4334098654964606,0.5472802794189464,0.8540351522231504,0.9897959183673469,1.8234693877551023,1.6433673469387753,0.496855567912668,0.863708711853891,0.9435099297072643
